type,latency,latency_ms
54,1053.729,1.053729e+06 
94,1113.918,1.113918e+06 
80,1128.727,1.128727e+06 
80,1140.295,1.140295e+06 
80,1149.326,1.149326e+06 
80,1157.394,1.157394e+06 
80,1168.595,1.168595e+06 
80,1178.001,1.178001e+06 
23,1119.281,1.119281e+06 
33,1120.317,1.120317e+06 
53,1122.379,1.122379e+06 
93,1182.538,1.182538e+06 
80,1206.284,1.206284e+06 
80,1227.205,1.227205e+06 
80,1239.065,1.239065e+06 
80,1247.219,1.247219e+06 
80,1249.066,1.249066e+06 
23,1192.023,1.192023e+06 
33,1193.053,1.193053e+06 
53,1195.116,1.195116e+06 
93,1255.307,1.255307e+06 
100,1262.363,1.262363e+06 
